Bar name,Category,Item name,Description,Price
Zion Reggae Bar,Burgers Home Made),Zion Burger,"2x 100g USDA beef patties, bacon, cheese, lettuce, tomatoes, pickles, fried onions & Zion sauce.",14
Zion Reggae Bar,Burgers Home Made),Jamaican Burger,"2x 100g USDA spicy beef patties, cheese, lettuce, tomatoes, pineapple & hot sauce.",14.5
Zion Reggae Bar,Burgers Home Made),Chicken Thigh Burger,"200g chicken, cheese, coleslaw, fresh onion, tomatoes & pepper mayo.",13.5
Zion Reggae Bar,Burgers Home Made),Falafel Halloumi Burger,"150g falafel patty, halloumi cheese, rucola, tomatoes, fresh onions & vegan mayo.",13.5
Zion Reggae Bar,Burger Extras,Sriracha Mayo,,1.5
Zion Reggae Bar,Burger Extras,Zion House Sauce,,1.5
Zion Reggae Bar,Burger Extras,Mexican Sauce,,1.5
Zion Reggae Bar,Burger Extras,Pepper Mayo,,1.5
Zion Reggae Bar,Burger Extras,Avocado Sauce,,1.5
Zion Reggae Bar,Burger Extras,Upgrade Bun Gluten Free Bun),,2
Zion Reggae Bar,Burger Extras,Upgrade Bun Wholegrain Bun),,1
Zion Reggae Bar,Wraps Served Until 6PM),Beef Teriyaki Wrap,"150g beef tagliata cooked in teriyaki sauce, cherry tomatoes, cheese, Parmesan & fresh onion.",10
Zion Reggae Bar,Wraps Served Until 6PM),Chicken Thigh Wrap,"150g grilled chicken, pepper, onion, lettuce, cheese & mayonnaise.",10
Zion Reggae Bar,Kids Menu,Kids Pasta,Garganelli pasta. Choose between tomato sauce or butter with parmesan cheese.,7.5
Zion Reggae Bar,Kids Menu,Kids Burger,"1x 100g USDA beef patty, lettuce, tomatoes & cheese. Served with fries.",8.5
Zion Reggae Bar,Kids Menu,Chicken Nuggets,5 pcs breaded chicken breast nuggets & fries. Served with mayo sauce.,7.5
Zion Reggae Bar,Kids Menu,Chicken Wings,4 pcs breaded chicken wings with mayo sauce.,7
Zion Reggae Bar,Kids Menu,Kids Pizza,"Tomato sauce, mozzarella, ham & fries.",10
Zion Reggae Bar,Sparkling & Champagne,"Prosecco di Treviso   Moletto, Italy","Glera grape. Pairs well with prosciutto wrapped dates, Thai noodles, sushi, or Thai prawns.",20
Zion Reggae Bar,Sparkling & Champagne,"Prosecco Rosé Treviso Millesimato   Moletto, Italy","Glera & Pinot Nero grape blend. Floral and fruity notes, pairs well with Piccante pizza.",20
Zion Reggae Bar,Sparkling & Champagne,Drappier Carte D'Or Brut Champagne   France,"Notes of red, white, and citrus fruits with a small spicy finish. Pairs well with Thai prawns, tropical salad, chicken dishes, and cream cheeses.",55
Zion Reggae Bar,Sweet Sparkling Wine,"Moscato D'Asti   Fabio Perrone, Italy","Moscato grape. Pairs well with desserts, bread, charcuterie, figs, melon, or spicy dishes like curries or spiced chicken wings.",22
Zion Reggae Bar,White Wines,Palatino Sauvignon Blanc   Malta,Pairs well with seafood and shellfish. Recommended with Grilled Salmon in Asparagus Sauce or Vegana Pizza.,17.5
Zion Reggae Bar,White Wines,La Torre Girgentina   Malta,"A perfect match with shellfish, sushi, spring vegetables, and summer salads. Recommended with Mediterranean Halloumi and Rosemary Focaccia.",16
Zion Reggae Bar,White Wines,Caravaggio Chenin Blanc   Malta,"Best paired with light food, salads, fish, poultry, veal, and pork. Recommended with Chicken Tzatziki and Pizza Marittima.",19.5
Zion Reggae Bar,White Wines,"Gavi di Gavi   Picollo, Italy","Pairs well with citrus dressed salads, light pastas, and risottos. Recommended with Ricotta & Caponata or Bruschetta Mare e Monti.",24
Zion Reggae Bar,White Wines,"Falanghina   Corteregia, Italy",Excellent with seafood like spaghetti with clams or risotto with scampi. Recommended with Pizza Siciliana or Zion Calzone.,21.5
Zion Reggae Bar,White Wines,"Greco di Tufo   Torricino, Italy",Best with creamy dishes like pasta carbonara. Recommended with Tagliolini Vongole Veraci and Seabass.,22.5
Zion Reggae Bar,White Wines,"Viognier   Delas Frères, France",Pairs well with prawn and ginger noodles or chicken tagine. Recommended with Falafel & Halloumi Burger and Garganelli Chicken & Mushroom.,18.5
Zion Reggae Bar,Rosé Wines,"Palatino Rosé   Cassar Camilleri, Malta",Syrah grape. Pairs well with barbecued seafood dishes. Recommended with Tuna Carpaccio.,17.5
Zion Reggae Bar,Rosé Wines,"Zinfandel   Eagle Creek, California, USA","Full flavor with red berries and peaches. Pairs well with Teriyaki Salad, Burgers, and Asian spicy dishes.",18.5
Zion Reggae Bar,Rosé Wines,Cerasuolo di Abruzzo Rosé Agronika   Italy,"Montepulciano d'Abruzzo grape. Best with Beetroot Carpaccio, creamy pastas, seafood, and green salads.",16.5
Zion Reggae Bar,Red Wines,La Torre Gellewza Shiraz   Malta,Blend of Cabernet Franc and Shiraz. Pairs well with Beef Carpaccio and Garganelli Maltese.,16
Zion Reggae Bar,Red Wines,"Cheval Franc   Marsovin, Malta",Blend of Shiraz & local Gellewza grapes. Perfect with Tagliata to Share and Zion Burger.,36
Zion Reggae Bar,Red Wines,Barbera D'Alba Superiore   Italy,"Best with charcuterie, salumi, and aged cheeses like Pecorino and Parmigiano.",26.5
Zion Reggae Bar,Red Wines,"Chianti   Il Palazzo, Italy",Sangiovese grape. Best with Maltese Rabbit and Pappardelle Beef Ragu.,23
Zion Reggae Bar,Red Wines,"Primitivo   Cantina Museo Albea, Italy","Pairs well with tomato based dishes like pizza, eggplant parmesan, and pasta with ragu.",20
Zion Reggae Bar,Non Alcoholic Wine,"Disfrutando 0.0, VG   Spain","Verdejo grape. Vegan, with citrus scent, a twist of lime, and white flowers. Pairs well with Falafel Balls & Halloumi, Pizza, Tuna Carpaccio, Seabass, and all salads and pasta dishes.",19
Zion Reggae Bar,Wine by the Glass 175ml),La Torre White),,4.5
Zion Reggae Bar,Wine by the Glass 175ml),Gavi di Gavi White),,6
Zion Reggae Bar,Wine by the Glass 175ml),Zinfandel Rosé),,6
Zion Reggae Bar,Wine by the Glass 175ml),Primitivo Red),,6
Zion Reggae Bar,Coffees & Teas,Instant Coffee,Simple instant coffee.,1
Zion Reggae Bar,Coffees & Teas,Espresso,Classic espresso shot.,1.5
Zion Reggae Bar,Coffees & Teas,Double Espresso,Double shot of espresso.,2.2
Zion Reggae Bar,Coffees & Teas,Espresso Lungo,Longer espresso shot.,1.5
Zion Reggae Bar,Coffees & Teas,Macchiato,Espresso with a dash of milk.,1.7
Zion Reggae Bar,Coffees & Teas,Americano,Black coffee with water.,1.6
Zion Reggae Bar,Coffees & Teas,Latte,Espresso with steamed milk.,3
Zion Reggae Bar,Coffees & Teas,Cappuccino,Espresso with foamed milk.,2.5
Zion Reggae Bar,Coffees & Teas,Iced Coffee,"Sugar syrup, milk, espresso.",3.5
Zion Reggae Bar,Coffees & Teas,"Homemade Ginger, Honey, Lemon & Mint Tea","Water, honey, lemon, ginger & fresh mint.",3
Zion Reggae Bar,Coffees & Teas,Black Tea with Fresh Milk,Black tea served with milk.,1
Zion Reggae Bar,Coffees & Teas,Herbal Teas,Ask for available flavors.,2.5
Zion Reggae Bar,Coffees & Teas,Hot Chocolate,Served with panna.,3
Zion Reggae Bar,Coffees & Teas,Kombucha,Ask for available flavors.,3.5
Zion Reggae Bar,Mocktails Non Alcoholic Cocktails),Tutti Frutti,"Orange juice, pineapple juice, lemon juice, passion fruit puree, strawberry puree.",6
Zion Reggae Bar,Mocktails Non Alcoholic Cocktails),Cuban Virgin Mojito,"Lemon juice, sugar syrup, mint, ice & 7UP.",6
Zion Reggae Bar,Mocktails Non Alcoholic Cocktails),Virgin Colada,"Pineapple juice, milk, coconut syrup.",6
Zion Reggae Bar,Mocktails Non Alcoholic Cocktails),Exotic Punch,"Orange juice, pineapple juice, passion fruit puree, watermelon syrup.",6
Zion Reggae Bar,Mocktails Non Alcoholic Cocktails),Blooming Rose,"Apple juice, lemon juice, rose syrup, strawberry puree, club soda.",6
Zion Reggae Bar,Milkshakes,Chocolate Milkshake,"Chocolate ice cream, milk, panna.",5
Zion Reggae Bar,Milkshakes,Vanilla Milkshake,"Vanilla ice cream, milk, panna.",5
Zion Reggae Bar,Milkshakes,Cookies Milkshake,"Vanilla ice cream, milk, cookies, cream, panna.",6
Zion Reggae Bar,Milkshakes,Oreo Milkshake,"Chocolate ice cream, milk, Oreo, panna.",6
Zion Reggae Bar,Smoothies & Fresh Juices,Fresh Orange Juice,Freshly squeezed orange juice.,4
Zion Reggae Bar,Smoothies & Fresh Juices,Fresh Lemonade,"Lemon juice, honey & soda.",4
Zion Reggae Bar,Smoothies & Fresh Juices,Tropical Sunshine,"Pineapple, mango, orange juice, pineapple juice.",6.5
Zion Reggae Bar,Smoothies & Fresh Juices,Blueberry Dream,"Blueberry, banana, apple, mint, ginger, cranberry juice.",6.5
Zion Reggae Bar,Smoothies & Fresh Juices,Strawbanana Madness,"Strawberries, apple, banana, honey, milk.",6.5
Zion Reggae Bar,Smoothies & Fresh Juices,Boost Your Smoothie,"Add Moringa, Spirulina, or Maca for extra nutrients.",0.5
Zion Reggae Bar,Signature Cocktails,Pomelo Paloma,"Volcan Blanco, grapefruit juice, agave syrup, club soda. Bitter/Sweet.",11
Zion Reggae Bar,Signature Cocktails,Berry Mule,"Ketel One, berry liqueur, lemon juice, ginger beer. Sweet/Sour.",10
Zion Reggae Bar,Signature Cocktails,Tropical Mojito,"White rum, coconut liqueur, lemon juice, sugar syrup, fresh mint, TH soda. Sweet/Refreshing.",9
Zion Reggae Bar,Signature Cocktails,Mexican Burro,"Volcan Blanco, ginger infused vodka, lemon juice, agave syrup, ginger beer. Sour/Spiced.",11
Zion Reggae Bar,Signature Cocktails,Spiced Old Fashioned,"Bulleit Bourbon, spiced rum, sugar syrup, Angostura bitters, orange bitters. Spicy.",11
Zion Reggae Bar,Signature Cocktails,Mango Sangria,"White wine, vodka, orange juice, citrus slices, TH mango tonic, optional sugar syrup. Refreshing.",11
Zion Reggae Bar,Signature Cocktails,Gingered Peach Punch,"Black Label, peach liqueur, lemon juice, ginger syrup, club soda, peach slices. Strong.",9
Zion Reggae Bar,Signature Cocktails,Gin Blossom Spritz,"Tanqueray, Elderflower liqueur, lemon juice, TH botanical tonic. Refreshing/Sweet.",9
Zion Reggae Bar,Classic Cocktails,Negroni,"Gin, Campari, red vermouth. Bitter.",8
Zion Reggae Bar,Classic Cocktails,Long Island Iced Tea,"Vodka, gin, white rum, tequila, triple sec, lemon juice, cola, sugar syrup. Strong.",12
Zion Reggae Bar,Classic Cocktails,Margarita,"Tequila, triple sec, lemon juice. Sour Or choose a flavor: Raspberry, Strawberry, Passion Fruit, or Mango. Classic: €8 / Frozen: €8.50",8.5
Zion Reggae Bar,Classic Cocktails,Cuban Mojito,"Sugar syrup, lemon juice, mint, white rum, soda. Choose a flavor: Raspberry, Strawberry, Passion Fruit, or Mango. Sour or Sweet.",8
Zion Reggae Bar,Classic Cocktails,Red Devil Long Island,"Vodka, white rum, gin, tequila, triple sec, lemon juice, sugar syrup, red absinthe, lemonade. Strong.",12
Zion Reggae Bar,Classic Cocktails,Jack at Zion,"Jack Daniels, amaretto, raspberry puree, cranberry juice, lime juice, ginger ale. Sweet.",10
Zion Reggae Bar,Classic Cocktails,Daiquiri,"White rum, lime juice, sugar. Choose a flavor: Raspberry, Strawberry, Passion Fruit, or Mango. Classic: €8 / Frozen: €8.50",8.5
Zion Reggae Bar,Classic Cocktails,Piña Colada,"White rum, Malibu, coconut syrup, pineapple juice, milk. Sweet.",10
Zion Reggae Bar,Classic Cocktails,Sex on the Beach,"Vodka, peach schnapps, cranberry juice, orange juice. Sweet.",9
Zion Reggae Bar,Classic Cocktails,Lady in Purple,"Butterfly pea gin infusion, triple sec, lemon juice, homemade butterfly pea syrup, 7UP. Sweet.",10
Zion Reggae Bar,Tap Beer & Beer Tower,Beer Tower 3L),Cisk Lager / Cisk Excel.,25
Zion Reggae Bar,Tap Beer & Beer Tower,Cisk Lager Pint,Lager 4.2% ABV.,4.8
Zion Reggae Bar,Tap Beer & Beer Tower,Cisk Excel Pint,Low carb lager 4.2% ABV.,4.8
Zion Reggae Bar,Tap Beer & Beer Tower,Farsons Blue Label Pint,Amber ale 4.7% ABV.,5.5
Zion Reggae Bar,Tap Beer & Beer Tower,Heineken Pint,Pure malt lager 5.0% ABV.,4.8
Zion Reggae Bar,Tap Beer & Beer Tower,Cisk Lager Half Pint,Lager 4.2% ABV.,2.4
Zion Reggae Bar,Tap Beer & Beer Tower,Cisk Excel Half Pint,Low carb lager 4.2% ABV.,2.4
Zion Reggae Bar,Tap Beer & Beer Tower,Farsons Blue Label Half Pint,Amber ale 4.7% ABV.,3.5
Zion Reggae Bar,Tap Beer & Beer Tower,Heineken Half Pint,Pure malt lager 5.0% ABV.,2.4
Zion Reggae Bar,Craft & Seasonal Beer,San Blas,"English IPA, 5.9% ABV.",4.9
Zion Reggae Bar,Craft & Seasonal Beer,Golden Bay,"Golden Ale, 5.2% ABV.",4.9
Zion Reggae Bar,Craft & Seasonal Beer,Coral Cave,"Lager Hybrid, 4.9% ABV.",4.9
Zion Reggae Bar,Craft & Seasonal Beer,Seasonal Beer,Ask for available options.,4.9
Zion Reggae Bar,Craft & Seasonal Beer,San Blas   Small,"English IPA, 5.9% ABV.",3.7
Zion Reggae Bar,Craft & Seasonal Beer,Golden Bay   Small,"Golden Ale, 5.2% ABV.",3.7
Zion Reggae Bar,Craft & Seasonal Beer,Coral Cave   Small,"Lager Hybrid, 4.9% ABV.",3.7
Zion Reggae Bar,Craft & Seasonal Beer,Seasonal Beer   Small,Ask for available options.,3.7
Zion Reggae Bar,Bottled Beer & Ciders,Corona,"4.5% ABV, 18 IBU.",3.5
Zion Reggae Bar,Bottled Beer & Ciders,Asahi,"Super Dry, 5.0% ABV, 20 IBU.",4.5
Zion Reggae Bar,Bottled Beer & Ciders,Hobgoblin Ruby Beer,4.5% ABV.,5.8
Zion Reggae Bar,Bottled Beer & Ciders,Guinness,"4.2% ABV, 57 IBU.",4.8
Zion Reggae Bar,Bottled Beer & Ciders,Moretti,"4.6% ABV, 25 IBU.",3.8
Zion Reggae Bar,Bottled Beer & Ciders,Shandy,2.2% ABV.,2.4
Zion Reggae Bar,Bottled Beer & Ciders,Non Alcoholic Beer,0.0% ABV.,2.5
Zion Reggae Bar,Bottled Beer & Ciders,Chill Lemon,4% ABV.,2.4
Zion Reggae Bar,Ciders,Thatchers Gold,4.8% ABV.,4
Zion Reggae Bar,Ciders,Thatchers Cloudy Lemon,4% ABV.,4
Zion Reggae Bar,Ciders,Thatchers Haze,4.5% ABV.,4
Zion Reggae Bar,Ciders,Thatchers Blood Orange,4% ABV.,4
Zion Reggae Bar,Ciders,Thatchers Apple & Blackcurrant,4% ABV.,4
Kings Gate,Combo Deals,Bacon Cheese Burger Deal,"1 Bacon cheeseburger, a portion of fries, and a pint of Cisk",13.5
Kings Gate,Combo Deals,Wolt Exclusive Pulled Pork Dog,"Baguette, homemade pulled pork, currywurst sausage, coleslaw, cheese, crispy fried onions, BBQ sauce",14.5
Kings Gate,Starters,Fried Local Gbejna,"Local cheeselet coated with panko breadcrumbs, served with homemade mixed berries jam and sundried tomato puree",8.5
Kings Gate,Starters,Mini Sliders (3 pcs),"Mini beef burgers, cheese, coleslaw, and Kings Gate sauce",11.5
Kings Gate,Starters,Pulled Pork Sliders (3 pcs),"Mini pulled pork sliders, coleslaw, crispy fried onions, shredded cheddar, and BBQ Sauce",12.85
Kings Gate,Starters,Nachos,"Tortilla chips, Mexican salsa, jalapeños, and hot cheddar cheese sauce",10.5
Kings Gate,Starters,Chicken Wings (8 pcs),"Choose a flavor: BBQ, buffalo hot sauce, teriyaki, spicy habanero & pineapple hot sauce",11.5
Kings Gate,Starters,Sweet Potato Fries,,5
Kings Gate,Starters,Cheesy Fries,,6.9
Kings Gate,Starters,Truffle Cheesy Fries,,8.35
Kings Gate,Starters,Pulled Pork Poutine,Slow-cooked pulled pork on a bed of crisper fries topped with melted cheese,14
Kings Gate,Salads,Chicken Caesar Salad,"Seasonal mixed salad, Caesar dressing, croutons, cherry tomatoes, grilled chicken, bacon, and parmesan cheese",14.5
Kings Gate,Salads,Thai Beef Salad,"Seasonal mixed salad, roasted vegetables in sweet chili sauce, fresh bell peppers, raw onion, slow-cooked tenderloin beef strips, soy sauce drizzle",16
Kings Gate,Salads,Vegan Salad,"Seasonal mixed salad, roasted vegetables, cherry tomatoes, chickpeas, kidney beans, and avocado",13.5
Kings Gate,Bread,Ham & Cheese Toast,,2.9
Kings Gate,Bread,"Egg, Bacon & Cheese Bun",,5.5
Kings Gate,Bread,Kings Gate Steak Ftira,"Steak, egg, bacon, and cheese served in a ftira",0
Kings Gate,Bread,Hobz Biz-Zejt Ftira,,5.5
Kings Gate,Wraps,Chicken & Bacon Wrap,"Chicken breast, coleslaw, bacon, cheese, tomatoes, mixed salad, and garlic mayo",0
Kings Gate,Wraps,Pulled Pork Wrap,"Pulled pork, cheese, coleslaw, and fried onions",0
Kings Gate,Pasta,Casarecce Pollo,"Chicken strips, chorizo, roasted bell peppers, tossed in creamy parmesan sauce",14.5
Kings Gate,Pasta,Spaghetti Bolognese,"Fresh minced Angus beef, rich tomato sauce, diced carrots, onions, garlic, fresh herbs",14.4
Kings Gate,Rice,Curry Rice,"Chicken thighs cooked in curry, onions, and spices, topped with coconut milk, served with basmati rice",15.5
Kings Gate,Rice,Mushroom Risotto,"Mushrooms tossed with thyme, onions, garlic, risotto rice, finished with truffle cream, butter, and parmesan crisps",15.9
Kings Gate,Burgers,Bacon Cheese Burger,"Beef patty, bacon, caramelized onions, cheddar, gherkins, tomato, lettuce, Kings Gate sauce",12.5
Kings Gate,Burgers,St. Demonico Spicy Burger,"Beef patty, onion, cheddar, jalapeños, tomato, lettuce, in-house habanero hot sauce",15
Kings Gate,Burgers,Truffle Burger,"Beef patty, truffle paste, provolone cheese, mushrooms, bacon, raw onion, mixed salad leaves, truffle mayo",15.9
Kings Gate,Burgers,Hungry Boss Burger,"Beef patty, 200g slow-cooked pulled pork, cheddar cheese, raw onion, coleslaw, lettuce, BBQ sauce",18.5
Kings Gate,Burgers,Double Bacon Cheese Burger,"Two beef patties, bacon, caramelized onions, double cheddar, gherkins, tomato, lettuce, Kings Gate sauce",17
Kings Gate,Burgers,King's Gate Monster Deluxe Burger,"Two beef patties, bacon, caramelized onions, cheddar, gherkins, fried egg, double sausage, onion rings, tomato, lettuce, Kings Gate sauce",21
Kings Gate,Hot Dogs,Classic Dog,"Baguette, currywurst sausage, fried onions, cheese, mustard",11
Kings Gate,Hot Dogs,Spicy Dog,"Baguette, currywurst sausage, coleslaw, cheese, caramelized onions, hot sauce, jalapeños",12
Kings Gate,Mains,Whole Chicken Leg,"Braised chicken leg with chicken jus, served with a mushroom sauce and onion rings",16.5
Kings Gate,Mains,Pork Ribs,"Slow-cooked local pork ribs, finished in the oven with homemade BBQ sauce, served with a side of coleslaw",24
Kings Gate,Sauces,King's Gate Sauce,,0.75
Kings Gate,Sauces,Blue Cheese Sauce,,0.75
Kings Gate,Sauces,Truffle Mayo,,0.75
Kings Gate,Sauces,Mustard,,0.75
Kings Gate,Sauces,BBQ Sauce,,0.75
Kings Gate,Sauces,Homemade Cranberry Jam,,0.75
Kings Gate,Sauces,Garlic Mayo,,0.75
Kings Gate,Sauces,Sriracha Mayo,,0.75
Kings Gate,Sauces,In-house Habanero & Pineapple Sauce 🌶,,0.75
Kings Gate,Sauces,In-house Habanero Sauce 🌶🌶,,0.75
Kings Gate,Sauces,Homemade Chilli Mayo 🌶,,0.75
Kings Gate,Sauces,Buffalo Sauce 🌶,,0.75
Kings Gate,Soft Drinks,Coca-Cola,500ml,2.6
Kings Gate,Soft Drinks,Coca-Cola Zero,500ml,2.6
Kings Gate,Soft Drinks,Sprite,500ml,2.6
Kings Gate,Soft Drinks,Kinnie,500ml,2.6
Kings Gate,Soft Drinks,Kinnie Zero,500ml,2.6
Kings Gate,Soft Drinks,Fanta,500ml,2.5
Kings Gate,Water,Mangiatorella Still Water,250ml,2.1
Kings Gate,Water,Mangiatorella Sparkling Water,250ml,2.1
Kings Gate,Water,Mangiatorella Still Water,700ml,3.6
Kings Gate,Water,Mangiatorella Sparkling Water,700ml,3.6
Kings Gate,Iced Tea,Santal Iced Tea Peach,330ml,2.6
Kings Gate,Iced Tea,Santal Iced Tea Lemon,330ml,2.6
Kings Gate,Beers,Pint Cisk,500ml,3.6
Kings Gate,Beers,Brewdog Punk IPA,330ml,6.6
Kings Gate,Beers,Brewdog Elvis Juice IPA,330ml,5.1
Kings Gate,Beers,Erdinger Weissbeer,500ml,5.6
Kings Gate,Beers,Paulaner Munchen Weissbeer,500ml,5.1
Kings Gate,Beers,Jungle Joy Beer,330ml,5.1
Kings Gate,Beers,Delta IPA,330ml,5.1
Kings Gate,Beers,La Chouffe Blonde Beer,330ml,5.1
Kings Gate,Beers,Duvel,330ml,5.1
Kings Gate,Beers,Heineken,250ml,3.1
Kings Gate,Beers,Corona,330ml,3.6
Kings Gate,Beers,Guinness,500ml,5.5
